algorithm,size,iteration,elapsed_us
radix2_aos,512,39,6.6980000000000004
radix2_aos,1024,0,14.667999999999999
radix2_aos,1024,1,14.901999999999999
radix2_aos,1024,2,14.534000000000001
radix2_aos,1024,3,14.504
radix2_aos,1024,4,14.460000000000001
radix2_aos,1024,5,14.640000000000001
radix2_aos,1024,6,14.842000000000001
radix2_aos,1024,7,14.662000000000001
radix2_aos,1024,8,14.773999999999999
radix2_aos,1024,9,14.630000000000001
radix2_aos,1024,10,14.586
radix2_aos,1024,11,14.525
radix2_aos,1024,12,14.568
radix2_aos,1024,13,14.757
radix2_aos,1024,14,14.833
radix2_aos,1024,15,14.738
radix2_aos,1024,16,14.653
radix2_aos,1024,17,14.707000000000001
radix2_aos,1024,18,14.733000000000001
radix2_aos,1024,19,14.693
radix2_aos,1024,20,14.621
radix2_aos,1024,21,14.581
radix2_aos,1024,22,14.898
radix2_aos,1024,23,14.531000000000001
radix2_aos,1024,24,14.646000000000001
radix2_aos,1024,25,14.726000000000001
radix2_aos,1024,26,14.913
radix2_aos,1024,27,14.704000000000001
radix2_aos,1024,28,14.634
radix2_aos,1024,29,14.6
radix2_aos,1024,30,14.561
radix2_aos,1024,31,14.666
radix2_aos,1024,32,14.702999999999999
radix2_aos,1024,33,14.686999999999999
radix2_aos,1024,34,14.609
radix2_aos,1024,35,14.653
radix2_aos,1024,36,14.646000000000001
radix2_aos,1024,37,14.631
radix2_aos,1024,38,14.619
radix2_aos,1024,39,14.744999999999999
radix2_aos,2048,0,32.231000000000002
radix2_aos,2048,1,32.307000000000002
radix2_aos,2048,2,31.844999999999999
radix2_aos,2048,3,32.433
radix2_aos,2048,4,33.015000000000001
radix2_aos,2048,5,36.898000000000003
radix2_aos,2048,6,32.514000000000003
radix2_aos,2048,7,32.363999999999997
radix2_aos,2048,8,32.329000000000001
radix2_aos,2048,9,32.694000000000003
radix2_aos,2048,10,35.590000000000003
radix2_aos,2048,11,32.979999999999997
radix2_aos,2048,12,32.712000000000003
radix2_aos,2048,13,32.343000000000004
radix2_aos,2048,14,32.137
radix2_aos,2048,15,32.448999999999998
radix2_aos,2048,16,32.731000000000002
radix2_aos,2048,17,31.866
radix2_aos,2048,18,50.718000000000004
radix2_aos,2048,19,34.991999999999997
radix2_aos,2048,20,38.195
radix2_aos,2048,21,42.689999999999998
radix2_aos,2048,22,42.783999999999999
radix2_aos,2048,23,43.228000000000002
radix2_aos,2048,24,42.521000000000001
radix2_aos,2048,25,42.341000000000001
radix2_aos,2048,26,41.334000000000003
radix2_aos,2048,27,36.192
radix2_aos,2048,28,40.146000000000001
radix2_aos,2048,29,33.591999999999999
radix2_aos,2048,30,34.177
radix2_aos,2048,31,33.875999999999998
radix2_aos,2048,32,33.994
radix2_aos,2048,33,34.194000000000003
radix2_aos,2048,34,33.665999999999997
radix2_aos,2048,35,33.575000000000003
radix2_aos,2048,36,33.677999999999997
radix2_aos,2048,37,33.496000000000002
radix2_aos,2048,38,34.017000000000003
radix2_aos,2048,39,33.154000000000003
radix2_aos,4096,0,71.786000000000001
radix2_aos,4096,1,72.715999999999994
radix2_aos,4096,2,111.146
radix2_aos,4096,3,78.573999999999998
radix2_aos,4096,4,71.034999999999997
radix2_aos,4096,5,69.188000000000002
radix2_aos,4096,6,79.704999999999998
radix2_aos,4096,7,71.677000000000007
radix2_aos,4096,8,70.394999999999996
radix2_aos,4096,9,71.641000000000005
radix2_aos,4096,10,71.468000000000004
radix2_aos,4096,11,74.171000000000006
radix2_aos,4096,12,71.930000000000007
radix2_aos,4096,13,92.171000000000006
radix2_aos,4096,14,71.664000000000001
radix2_aos,4096,15,71.040999999999997
radix2_aos,4096,16,70.887
radix2_aos,4096,17,72.007999999999996
radix2_aos,4096,18,70.858000000000004
radix2_aos,4096,19,69.058999999999997
radix2_aos,4096,20,69.894000000000005
radix2_aos,4096,21,77.444000000000003
radix2_aos,4096,22,72.593999999999994
radix2_aos,4096,23,82.591999999999999
radix2_aos,4096,24,72.680000000000007
radix2_aos,4096,25,72.308999999999997
radix2_aos,4096,26,72.382000000000005
radix2_aos,4096,27,72.325999999999993
radix2_aos,4096,28,73.599999999999994
radix2_aos,4096,29,73.414000000000001
radix2_aos,4096,30,73.757000000000005
radix2_aos,4096,31,78.825000000000003
radix2_aos,4096,32,73.650999999999996
radix2_aos,4096,33,72.043000000000006
radix2_aos,4096,34,72.474000000000004
radix2_aos,4096,35,73.459000000000003
radix2_aos,4096,36,72.367000000000004
radix2_aos,4096,37,72.433000000000007
radix2_aos,4096,38,73.593000000000004
radix2_aos,4096,39,73.870999999999995
radix2_soa,64,0,0.47999999999999998
radix2_soa,64,1,0.46700000000000003
radix2_soa,64,2,0.45800000000000002
radix2_soa,64,3,0.44600000000000001
radix2_soa,64,4,0.441
radix2_soa,64,5,0.442
radix2_soa,64,6,0.46400000000000002
radix2_soa,64,7,0.44500000000000001
radix2_soa,64,8,0.46700000000000003
radix2_soa,64,9,0.44600000000000001
radix2_soa,64,10,0.44600000000000001
radix2_soa,64,11,0.45000000000000001
radix2_soa,64,12,0.44600000000000001
radix2_soa,64,13,0.45000000000000001
radix2_soa,64,14,0.45800000000000002
radix2_soa,64,15,0.44600000000000001
radix2_soa,64,16,0.44400000000000001
radix2_soa,64,17,0.44600000000000001
radix2_soa,64,18,0.45000000000000001
radix2_soa,64,19,0.45800000000000002
radix2_soa,64,20,0.439
radix2_soa,64,21,0.44500000000000001
radix2_soa,64,22,0.44800000000000001
radix2_soa,64,23,0.44500000000000001
radix2_soa,64,24,0.45500000000000002
radix2_soa,64,25,0.45700000000000002
radix2_soa,64,26,0.44500000000000001
radix2_soa,64,27,0.45600000000000002
radix2_soa,64,28,0.45000000000000001
radix2_soa,64,29,0.46100000000000002
radix2_soa,64,30,0.441
radix2_soa,64,31,0.437
radix2_soa,64,32,0.44900000000000001
radix2_soa,64,33,0.44600000000000001
radix2_soa,64,34,0.45700000000000002
radix2_soa,64,35,0.44500000000000001
radix2_soa,64,36,0.44400000000000001
radix2_soa,64,37,0.44400000000000001
radix2_soa,64,38,0.443
radix2_soa,64,39,0.44600000000000001
radix2_soa,128,0,0.84199999999999997
radix2_soa,128,1,0.83199999999999996
radix2_soa,128,2,0.84399999999999997
radix2_soa,128,3,0.84499999999999997
radix2_soa,128,4,0.84099999999999997
radix2_soa,128,5,0.83899999999999997
radix2_soa,128,6,0.85099999999999998
radix2_soa,128,7,0.83399999999999996
radix2_soa,128,8,0.84599999999999997
radix2_soa,128,9,0.84299999999999997
radix2_soa,128,10,0.84099999999999997
radix2_soa,128,11,0.83199999999999996
radix2_soa,128,12,0.86099999999999999
radix2_soa,128,13,0.85099999999999998
radix2_soa,128,14,0.83899999999999997
radix2_soa,128,15,0.83899999999999997
radix2_soa,128,16,0.83599999999999997
radix2_soa,128,17,0.83799999999999997
radix2_soa,128,18,0.85299999999999998
radix2_soa,128,19,0.83499999999999996
radix2_soa,128,20,0.85299999999999998
radix2_soa,128,21,0.83799999999999997
radix2_soa,128,22,0.84499999999999997
radix2_soa,128,23,0.86099999999999999
radix2_soa,128,24,0.84799999999999998
radix2_soa,128,25,0.85799999999999998
radix2_soa,128,26,0.85899999999999999
radix2_soa,128,27,0.84899999999999998
radix2_soa,128,28,0.84799999999999998
radix2_soa,128,29,0.85899999999999999
radix2_soa,128,30,0.84899999999999998
radix2_soa,128,31,0.85299999999999998
radix2_soa,128,32,0.872
radix2_soa,128,33,0.84199999999999997
radix2_soa,128,34,0.84499999999999997
radix2_soa,128,35,0.85899999999999999
radix2_soa,128,36,0.84899999999999998
radix2_soa,128,37,0.84899999999999998
radix2_soa,128,38,0.85199999999999998
radix2_soa,128,39,0.86199999999999999
radix2_soa,256,0,1.7
radix2_soa,256,1,1.694
radix2_soa,256,2,1.752
radix2_soa,256,3,1.702
radix2_soa,256,4,1.6890000000000001
radix2_soa,256,5,1.708
radix2_soa,256,6,1.7010000000000001
radix2_soa,256,7,1.698
radix2_soa,256,8,1.706
radix2_soa,256,9,1.6990000000000001
radix2_soa,256,10,1.698
radix2_soa,256,11,1.6879999999999999
radix2_soa,256,12,1.702
radix2_soa,256,13,1.706
radix2_soa,256,14,1.7
radix2_soa,256,15,1.696
radix2_soa,256,16,1.6910000000000001
radix2_soa,256,17,1.6910000000000001
radix2_soa,256,18,1.6890000000000001
radix2_soa,256,19,1.6839999999999999
radix2_soa,256,20,1.6950000000000001
radix2_soa,256,21,1.7230000000000001
radix2_soa,256,22,1.6879999999999999
radix2_soa,256,23,1.6899999999999999
radix2_soa,256,24,1.6950000000000001
radix2_soa,256,25,1.6950000000000001
radix2_soa,256,26,1.6910000000000001
radix2_soa,256,27,1.696
radix2_soa,256,28,1.71
radix2_soa,256,29,1.681
radix2_soa,256,30,1.7350000000000001
radix2_soa,256,31,1.6970000000000001
radix2_soa,256,32,1.6879999999999999
radix2_soa,256,33,1.6830000000000001
radix2_soa,256,34,1.6970000000000001
radix2_soa,256,35,1.706
radix2_soa,256,36,1.6819999999999999
radix2_soa,256,37,1.71
radix2_soa,256,38,1.6990000000000001
radix2_soa,256,39,1.7070000000000001
radix2_soa,512,0,3.3959999999999999
radix2_soa,512,1,3.4180000000000001
radix2_soa,512,2,3.3860000000000001
radix2_soa,512,3,3.3730000000000002
radix2_soa,512,4,3.359
radix2_soa,512,5,3.3450000000000002
radix2_soa,512,6,3.3809999999999998
radix2_soa,512,7,3.359
radix2_soa,512,8,3.3559999999999999
radix2_soa,512,9,3.3580000000000001
radix2_soa,512,10,3.3799999999999999
radix2_soa,512,11,3.3500000000000001
radix2_soa,512,12,3.3500000000000001
radix2_soa,512,13,3.367
radix2_soa,512,14,3.4220000000000002
radix2_soa,512,15,3.371
radix2_soa,512,16,3.387
radix2_soa,512,17,3.3700000000000001
radix2_soa,512,18,3.3679999999999999
radix2_soa,512,19,3.383
radix2_soa,512,20,3.3769999999999998
radix2_soa,512,21,3.3809999999999998
radix2_soa,512,22,3.3599999999999999
radix2_soa,512,23,3.3679999999999999
radix2_soa,512,24,3.3719999999999999
radix2_soa,512,25,3.375
radix2_soa,512,26,3.3559999999999999
radix2_soa,512,27,3.3700000000000001
radix2_soa,512,28,3.3919999999999999
radix2_soa,512,29,3.3660000000000001
radix2_soa,512,30,3.351
radix2_soa,512,31,3.3660000000000001
radix2_soa,512,32,3.3610000000000002
radix2_soa,512,33,3.359
radix2_soa,512,34,3.3769999999999998
radix2_soa,512,35,3.3530000000000002
radix2_soa,512,36,3.3839999999999999
radix2_soa,512,37,3.3730000000000002
radix2_soa,512,38,3.3860000000000001
radix2_soa,512,39,3.3919999999999999
radix2_soa,1024,0,6.8490000000000002
radix2_soa,1024,1,6.8609999999999998
radix2_soa,1024,2,6.8680000000000003
radix2_soa,1024,3,6.8339999999999996
radix2_soa,1024,4,6.8600000000000003
radix2_soa,1024,5,6.8360000000000003
radix2_soa,1024,6,6.8070000000000004
radix2_soa,1024,7,6.8499999999999996
radix2_soa,1024,8,6.8289999999999997
radix2_soa,1024,9,6.8170000000000002
radix2_soa,1024,10,6.8360000000000003
radix2_soa,1024,11,6.8289999999999997
radix2_soa,1024,12,7.9489999999999998
radix2_soa,1024,13,6.633
radix2_soa,1024,14,6.6890000000000001
radix2_soa,1024,15,6.665
radix2_soa,1024,16,6.6479999999999997
radix2_soa,1024,17,6.6580000000000004
radix2_soa,1024,18,6.6429999999999998
radix2_soa,1024,19,6.6920000000000002
radix2_soa,1024,20,6.7350000000000003
radix2_soa,1024,21,6.75
radix2_soa,1024,22,6.6689999999999996
radix2_soa,1024,23,6.6520000000000001
radix2_soa,1024,24,6.6849999999999996
radix2_soa,1024,25,6.6660000000000004
radix2_soa,1024,26,6.6500000000000004
radix2_soa,1024,27,6.6219999999999999
radix2_soa,1024,28,6.6859999999999999
radix2_soa,1024,29,6.6799999999999997
radix2_soa,1024,30,6.6689999999999996
radix2_soa,1024,31,6.8730000000000002
radix2_soa,1024,32,7.9859999999999998
radix2_soa,1024,33,6.5579999999999998
radix2_soa,1024,34,6.532
radix2_soa,1024,35,6.5309999999999997
radix2_soa,1024,36,6.6760000000000002
radix2_soa,1024,37,6.5010000000000003
radix2_soa,1024,38,6.4749999999999996
radix2_soa,1024,39,6.5220000000000002
radix2_soa,2048,0,13.297000000000001
radix2_soa,2048,1,13.446999999999999
radix2_soa,2048,2,13.532999999999999
radix2_soa,2048,3,13.378
radix2_soa,2048,4,13.238
radix2_soa,2048,5,13.25
radix2_soa,2048,6,13.407999999999999
radix2_soa,2048,7,13.311999999999999
radix2_soa,2048,8,13.340999999999999
radix2_soa,2048,9,13.406000000000001
radix2_soa,2048,10,13.365
radix2_soa,2048,11,13.372
radix2_soa,2048,12,13.263999999999999
radix2_soa,2048,13,13.544
radix2_soa,2048,14,13.347
radix2_soa,2048,15,44.887999999999998
radix2_soa,2048,16,13.441000000000001
radix2_soa,2048,17,13.961
radix2_soa,2048,18,13.987
radix2_soa,2048,19,13.743
radix2_soa,2048,20,16.949999999999999
radix2_soa,2048,21,17.260000000000002
radix2_soa,2048,22,13.599
radix2_soa,2048,23,13.397
radix2_soa,2048,24,13.349
radix2_soa,2048,25,13.483000000000001
radix2_soa,2048,26,13.49
radix2_soa,2048,27,20.413
radix2_soa,2048,28,13.611000000000001
radix2_soa,2048,29,13.433999999999999
radix2_soa,2048,30,13.331
radix2_soa,2048,31,13.35
radix2_soa,2048,32,13.323
radix2_soa,2048,33,13.359
radix2_soa,2048,34,13.339
radix2_soa,2048,35,13.404999999999999
radix2_soa,2048,36,13.398999999999999
radix2_soa,2048,37,13.337999999999999
radix2_soa,2048,38,13.308999999999999
radix2_soa,2048,39,13.35
radix2_soa,4096,0,34.167000000000002
radix2_soa,4096,1,37.526000000000003
radix2_soa,4096,2,35.564
radix2_soa,4096,3,34.063000000000002
radix2_soa,4096,4,34.125
radix2_soa,4096,5,34.128999999999998
radix2_soa,4096,6,41.840000000000003
radix2_soa,4096,7,34.645000000000003
radix2_soa,4096,8,34.231000000000002
radix2_soa,4096,9,34.499000000000002
radix2_soa,4096,10,33.965000000000003
radix2_soa,4096,11,34.325000000000003
radix2_soa,4096,12,34.601999999999997
radix2_soa,4096,13,34.435000000000002
radix2_soa,4096,14,34.377000000000002
radix2_soa,4096,15,34.140000000000001
radix2_soa,4096,16,33.884999999999998
radix2_soa,4096,17,34.432000000000002
radix2_soa,4096,18,34.179000000000002
radix2_soa,4096,19,34.491999999999997
radix2_soa,4096,20,34.420000000000002
radix2_soa,4096,21,34.494
radix2_soa,4096,22,34.353000000000002
radix2_soa,4096,23,34.372999999999998
radix2_soa,4096,24,34.566000000000003
radix2_soa,4096,25,34.012999999999998
radix2_soa,4096,26,33.957999999999998
radix2_soa,4096,27,34.369999999999997
radix2_soa,4096,28,34.061
radix2_soa,4096,29,34.042000000000002
radix2_soa,4096,30,34.081000000000003
radix2_soa,4096,31,34.110999999999997
radix2_soa,4096,32,34.527000000000001
radix2_soa,4096,33,34.378999999999998
radix2_soa,4096,34,34.262
radix2_soa,4096,35,33.768000000000001
radix2_soa,4096,36,34.307000000000002
radix2_soa,4096,37,34.014000000000003
radix2_soa,4096,38,33.899000000000001
radix2_soa,4096,39,41.594000000000001
mixed42_aos,64,0,0.42799999999999999
mixed42_aos,64,1,0.38300000000000001
mixed42_aos,64,2,0.379
mixed42_aos,64,3,0.378
mixed42_aos,64,4,0.378
mixed42_aos,64,5,0.374
mixed42_aos,64,6,0.376
mixed42_aos,64,7,0.373
mixed42_aos,64,8,0.378
mixed42_aos,64,9,0.379
mixed42_aos,64,10,0.38200000000000001
mixed42_aos,64,11,0.38100000000000001
mixed42_aos,64,12,0.378
mixed42_aos,64,13,0.378
mixed42_aos,64,14,0.377
mixed42_aos,64,15,0.376
mixed42_aos,64,16,0.38100000000000001
mixed42_aos,64,17,0.373
mixed42_aos,64,18,0.375
mixed42_aos,64,19,0.379
mixed42_aos,64,20,0.379
mixed42_aos,64,21,0.375
mixed42_aos,64,22,0.379
mixed42_aos,64,23,0.38400000000000001
mixed42_aos,64,24,0.377
mixed42_aos,64,25,0.379
mixed42_aos,64,26,0.377
mixed42_aos,64,27,0.377
mixed42_aos,64,28,0.38
mixed42_aos,64,29,0.37
mixed42_aos,64,30,0.379
mixed42_aos,64,31,0.379
mixed42_aos,64,32,0.38400000000000001
mixed42_aos,64,33,0.377
mixed42_aos,64,34,0.376
mixed42_aos,64,35,0.38
mixed42_aos,64,36,0.378
mixed42_aos,64,37,0.374
mixed42_aos,64,38,0.377
mixed42_aos,64,39,0.378
mixed42_aos,128,0,1.2470000000000001
mixed42_aos,128,1,1.214
mixed42_aos,128,2,1.2130000000000001
mixed42_aos,128,3,1.2030000000000001
mixed42_aos,128,4,1.2270000000000001
mixed42_aos,128,5,1.2030000000000001
mixed42_aos,128,6,1.2150000000000001
mixed42_aos,128,7,1.2090000000000001
mixed42_aos,128,8,1.2170000000000001
mixed42_aos,128,9,1.2170000000000001
mixed42_aos,128,10,1.214
mixed42_aos,128,11,1.2070000000000001
mixed42_aos,128,12,1.228
mixed42_aos,128,13,1.2090000000000001
mixed42_aos,128,14,1.2110000000000001
mixed42_aos,128,15,1.224
mixed42_aos,128,16,1.2110000000000001
mixed42_aos,128,17,1.212
mixed42_aos,128,18,1.2050000000000001
mixed42_aos,128,19,1.2130000000000001
mixed42_aos,128,20,1.202
mixed42_aos,128,21,1.202
mixed42_aos,128,22,1.2010000000000001
mixed42_aos,128,23,1.2090000000000001
mixed42_aos,128,24,1.224
mixed42_aos,128,25,1.212
mixed42_aos,128,26,1.2070000000000001
mixed42_aos,128,27,1.206
mixed42_aos,128,28,1.212
mixed42_aos,128,29,1.2090000000000001
mixed42_aos,128,30,1.2090000000000001
mixed42_aos,128,31,1.2130000000000001
mixed42_aos,128,32,1.2230000000000001
mixed42_aos,128,33,1.2110000000000001
mixed42_aos,128,34,1.2110000000000001
mixed42_aos,128,35,1.21
mixed42_aos,128,36,1.2090000000000001
mixed42_aos,128,37,1.2070000000000001
mixed42_aos,128,38,1.2110000000000001
mixed42_aos,128,39,1.2090000000000001
mixed42_aos,256,0,1.718
mixed42_aos,256,1,1.681
mixed42_aos,256,2,1.6799999999999999
mixed42_aos,256,3,1.673
mixed42_aos,256,4,1.6759999999999999
mixed42_aos,256,5,1.6990000000000001
mixed42_aos,256,6,1.718
mixed42_aos,256,7,1.6739999999999999
mixed42_aos,256,8,1.663
mixed42_aos,256,9,1.661
mixed42_aos,256,10,1.6719999999999999
mixed42_aos,256,11,1.6850000000000001
mixed42_aos,256,12,1.6890000000000001
mixed42_aos,256,13,1.6699999999999999
mixed42_aos,256,14,1.6659999999999999
mixed42_aos,256,15,1.665
mixed42_aos,256,16,1.659
mixed42_aos,256,17,1.671
mixed42_aos,256,18,1.681
mixed42_aos,256,19,1.6579999999999999
mixed42_aos,256,20,1.6579999999999999
mixed42_aos,256,21,1.6579999999999999
mixed42_aos,256,22,1.6639999999999999
mixed42_aos,256,23,1.655
mixed42_aos,256,24,1.665
mixed42_aos,256,25,1.696
mixed42_aos,256,26,1.6639999999999999
mixed42_aos,256,27,1.6699999999999999
mixed42_aos,256,28,1.6699999999999999
mixed42_aos,256,29,1.6879999999999999
mixed42_aos,256,30,1.6779999999999999
mixed42_aos,256,31,1.6579999999999999
mixed42_aos,256,32,1.661
mixed42_aos,256,33,1.6779999999999999
mixed42_aos,256,34,1.673
mixed42_aos,256,35,1.6619999999999999
mixed42_aos,256,36,1.6830000000000001
mixed42_aos,256,37,1.6699999999999999
mixed42_aos,256,38,1.679
mixed42_aos,256,39,1.671
mixed42_aos,512,0,5.3899999999999997
mixed42_aos,512,1,5.3739999999999997
mixed42_aos,512,2,5.3789999999999996
mixed42_aos,512,3,5.3959999999999999
mixed42_aos,512,4,5.3739999999999997
mixed42_aos,512,5,5.3719999999999999
mixed42_aos,512,6,5.367
mixed42_aos,512,7,5.3650000000000002
mixed42_aos,512,8,5.3529999999999998
mixed42_aos,512,9,5.3860000000000001
mixed42_aos,512,10,5.3780000000000001
mixed42_aos,512,11,5.3659999999999997
mixed42_aos,512,12,5.3630000000000004
mixed42_aos,512,13,5.3810000000000002
mixed42_aos,512,14,5.3579999999999997
mixed42_aos,512,15,5.3849999999999998
mixed42_aos,512,16,5.3479999999999999
mixed42_aos,512,17,5.3639999999999999
mixed42_aos,512,18,5.3789999999999996
mixed42_aos,512,19,5.3769999999999998
mixed42_aos,512,20,5.3860000000000001
mixed42_aos,512,21,5.3700000000000001
mixed42_aos,512,22,5.3650000000000002
mixed42_aos,512,23,5.3860000000000001
mixed42_aos,512,24,5.3769999999999998
mixed42_aos,512,25,5.3819999999999997
mixed42_aos,512,26,5.3970000000000002
mixed42_aos,512,27,5.3700000000000001
mixed42_aos,512,28,5.4029999999999996
mixed42_aos,512,29,5.391
mixed42_aos,512,30,5.3879999999999999
mixed42_aos,512,31,5.3550000000000004
mixed42_aos,512,32,5.3639999999999999
mixed42_aos,512,33,5.3970000000000002
mixed42_aos,512,34,5.3700000000000001
mixed42_aos,512,35,5.3810000000000002
mixed42_aos,512,36,5.3639999999999999
mixed42_aos,512,37,5.3609999999999998
mixed42_aos,512,38,5.3879999999999999
mixed42_aos,512,39,5.3789999999999996
mixed42_aos,1024,0,7.8860000000000001
mixed42_aos,1024,1,7.835
mixed42_aos,1024,2,7.7880000000000003
mixed42_aos,1024,3,7.8940000000000001
mixed42_aos,1024,4,7.8289999999999997
mixed42_aos,1024,5,7.7709999999999999
mixed42_aos,1024,6,7.782
mixed42_aos,1024,7,7.9509999999999996
mixed42_aos,1024,8,7.8739999999999997
