algorithm,size,iteration,elapsed_us
mixed42_aos,1024,9,7.8479999999999999
mixed42_aos,1024,10,7.9020000000000001
mixed42_aos,1024,11,7.9000000000000004
mixed42_aos,1024,12,7.8360000000000003
mixed42_aos,1024,13,7.8630000000000004
mixed42_aos,1024,14,7.7869999999999999
mixed42_aos,1024,15,7.7720000000000002
mixed42_aos,1024,16,7.8449999999999998
mixed42_aos,1024,17,7.7910000000000004
mixed42_aos,1024,18,7.7599999999999998
mixed42_aos,1024,19,7.819
mixed42_aos,1024,20,8.2029999999999994
mixed42_aos,1024,21,8.2330000000000005
mixed42_aos,1024,22,8.2230000000000008
mixed42_aos,1024,23,8.2119999999999997
mixed42_aos,1024,24,8.2319999999999993
mixed42_aos,1024,25,8.1140000000000008
mixed42_aos,1024,26,8.1389999999999993
mixed42_aos,1024,27,8.2260000000000009
mixed42_aos,1024,28,8.2159999999999993
mixed42_aos,1024,29,8.0999999999999996
mixed42_aos,1024,30,8.1199999999999992
mixed42_aos,1024,31,8.2279999999999998
mixed42_aos,1024,32,8.0960000000000001
mixed42_aos,1024,33,8.1219999999999999
mixed42_aos,1024,34,8.2159999999999993
mixed42_aos,1024,35,8.2070000000000007
mixed42_aos,1024,36,8.1460000000000008
mixed42_aos,1024,37,8.125
mixed42_aos,1024,38,8.1189999999999998
mixed42_aos,1024,39,8.1170000000000009
mixed42_aos,2048,0,25.042999999999999
mixed42_aos,2048,1,25.146000000000001
mixed42_aos,2048,2,25.143000000000001
mixed42_aos,2048,3,25.210999999999999
mixed42_aos,2048,4,25.198
mixed42_aos,2048,5,33.612000000000002
mixed42_aos,2048,6,25.097999999999999
mixed42_aos,2048,7,25.132000000000001
mixed42_aos,2048,8,25.141999999999999
mixed42_aos,2048,9,26.437999999999999
mixed42_aos,2048,10,24.600000000000001
mixed42_aos,2048,11,24.553000000000001
mixed42_aos,2048,12,24.533000000000001
mixed42_aos,2048,13,24.538
mixed42_aos,2048,14,24.556000000000001
mixed42_aos,2048,15,24.481000000000002
mixed42_aos,2048,16,24.588999999999999
mixed42_aos,2048,17,24.466999999999999
mixed42_aos,2048,18,24.459
mixed42_aos,2048,19,24.501000000000001
mixed42_aos,2048,20,24.513999999999999
mixed42_aos,2048,21,24.462
mixed42_aos,2048,22,29.768999999999998
mixed42_aos,2048,23,24.603000000000002
mixed42_aos,2048,24,24.623000000000001
mixed42_aos,2048,25,24.548999999999999
mixed42_aos,2048,26,24.559999999999999
mixed42_aos,2048,27,24.763999999999999
mixed42_aos,2048,28,24.577999999999999
mixed42_aos,2048,29,53.320999999999998
mixed42_aos,2048,30,24.48
mixed42_aos,2048,31,46.587000000000003
mixed42_aos,2048,32,24.713000000000001
mixed42_aos,2048,33,24.536999999999999
mixed42_aos,2048,34,24.518999999999998
mixed42_aos,2048,35,24.469999999999999
mixed42_aos,2048,36,24.443000000000001
mixed42_aos,2048,37,24.545999999999999
mixed42_aos,2048,38,24.527999999999999
mixed42_aos,2048,39,24.518000000000001
mixed42_aos,4096,0,39.276000000000003
mixed42_aos,4096,1,39.389000000000003
mixed42_aos,4096,2,38.993000000000002
mixed42_aos,4096,3,42.527999999999999
mixed42_aos,4096,4,39.261000000000003
mixed42_aos,4096,5,39.159999999999997
mixed42_aos,4096,6,39.542000000000002
mixed42_aos,4096,7,95.076999999999998
mixed42_aos,4096,8,39.308999999999997
mixed42_aos,4096,9,39.472999999999999
mixed42_aos,4096,10,39.451999999999998
mixed42_aos,4096,11,39.357999999999997
mixed42_aos,4096,12,39.390000000000001
mixed42_aos,4096,13,39.356999999999999
mixed42_aos,4096,14,39.716000000000001
mixed42_aos,4096,15,40.049999999999997
mixed42_aos,4096,16,40.286999999999999
mixed42_aos,4096,17,40.222000000000001
mixed42_aos,4096,18,40.271999999999998
mixed42_aos,4096,19,40.198999999999998
mixed42_aos,4096,20,40.192
mixed42_aos,4096,21,40.308999999999997
mixed42_aos,4096,22,40.241999999999997
mixed42_aos,4096,23,40.097000000000001
mixed42_aos,4096,24,40.347999999999999
mixed42_aos,4096,25,40.238999999999997
mixed42_aos,4096,26,48.448
mixed42_aos,4096,27,40.465000000000003
mixed42_aos,4096,28,40.630000000000003
mixed42_aos,4096,29,41.036000000000001
mixed42_aos,4096,30,41.366
mixed42_aos,4096,31,41.436999999999998
mixed42_aos,4096,32,41.186999999999998
mixed42_aos,4096,33,41.576000000000001
mixed42_aos,4096,34,41.281999999999996
mixed42_aos,4096,35,41.979999999999997
mixed42_aos,4096,36,40.295999999999999
mixed42_aos,4096,37,40.268999999999998
mixed42_aos,4096,38,40.308999999999997
mixed42_aos,4096,39,40.223999999999997
mixed42_soa,64,0,0.51700000000000002
mixed42_soa,64,1,0.46200000000000002
mixed42_soa,64,2,0.45000000000000001
mixed42_soa,64,3,0.44400000000000001
mixed42_soa,64,4,0.439
mixed42_soa,64,5,0.46999999999999997
mixed42_soa,64,6,0.45300000000000001
mixed42_soa,64,7,0.44
mixed42_soa,64,8,0.46100000000000002
mixed42_soa,64,9,0.439
mixed42_soa,64,10,0.45700000000000002
mixed42_soa,64,11,0.44800000000000001
mixed42_soa,64,12,0.438
mixed42_soa,64,13,0.45400000000000001
mixed42_soa,64,14,0.442
mixed42_soa,64,15,0.44700000000000001
mixed42_soa,64,16,0.432
mixed42_soa,64,17,0.436
mixed42_soa,64,18,0.438
mixed42_soa,64,19,0.44700000000000001
mixed42_soa,64,20,26.024000000000001
mixed42_soa,64,21,0.54400000000000004
mixed42_soa,64,22,0.47599999999999998
mixed42_soa,64,23,0.44700000000000001
mixed42_soa,64,24,0.44600000000000001
mixed42_soa,64,25,0.47599999999999998
mixed42_soa,64,26,0.46899999999999997
mixed42_soa,64,27,0.45400000000000001
mixed42_soa,64,28,0.442
mixed42_soa,64,29,0.47299999999999998
mixed42_soa,64,30,0.44800000000000001
mixed42_soa,64,31,0.44800000000000001
mixed42_soa,64,32,0.45100000000000001
mixed42_soa,64,33,0.44
mixed42_soa,64,34,0.45300000000000001
mixed42_soa,64,35,0.436
mixed42_soa,64,36,0.46700000000000003
mixed42_soa,64,37,0.44500000000000001
mixed42_soa,64,38,0.44500000000000001
mixed42_soa,64,39,0.46899999999999997
mixed42_soa,128,0,0.749
mixed42_soa,128,1,0.68600000000000005
mixed42_soa,128,2,0.68400000000000005
mixed42_soa,128,3,0.68300000000000005
mixed42_soa,128,4,0.68200000000000005
mixed42_soa,128,5,0.68600000000000005
mixed42_soa,128,6,0.68200000000000005
mixed42_soa,128,7,0.68999999999999995
mixed42_soa,128,8,0.68000000000000005
mixed42_soa,128,9,0.69699999999999995
mixed42_soa,128,10,0.68500000000000005
mixed42_soa,128,11,0.67300000000000004
mixed42_soa,128,12,0.68100000000000005
mixed42_soa,128,13,0.68799999999999994
mixed42_soa,128,14,0.68799999999999994
mixed42_soa,128,15,0.68600000000000005
mixed42_soa,128,16,0.68000000000000005
mixed42_soa,128,17,0.67400000000000004
mixed42_soa,128,18,0.67500000000000004
mixed42_soa,128,19,0.67600000000000005
mixed42_soa,128,20,0.68999999999999995
mixed42_soa,128,21,0.67800000000000005
mixed42_soa,128,22,0.70099999999999996
mixed42_soa,128,23,0.69399999999999995
mixed42_soa,128,24,0.65800000000000003
mixed42_soa,128,25,0.67500000000000004
mixed42_soa,128,26,0.67200000000000004
mixed42_soa,128,27,0.66200000000000003
mixed42_soa,128,28,0.66300000000000003
mixed42_soa,128,29,0.66900000000000004
mixed42_soa,128,30,0.70599999999999996
mixed42_soa,128,31,0.66400000000000003
mixed42_soa,128,32,0.67900000000000005
mixed42_soa,128,33,0.67800000000000005
mixed42_soa,128,34,0.68899999999999995
mixed42_soa,128,35,0.67700000000000005
mixed42_soa,128,36,0.68200000000000005
mixed42_soa,128,37,0.68300000000000005
mixed42_soa,128,38,0.68899999999999995
mixed42_soa,128,39,0.69499999999999995
mixed42_soa,256,0,1.4730000000000001
mixed42_soa,256,1,1.456
mixed42_soa,256,2,1.405
mixed42_soa,256,3,1.389
mixed42_soa,256,4,1.3220000000000001
mixed42_soa,256,5,1.377
mixed42_soa,256,6,1.383
mixed42_soa,256,7,1.4630000000000001
mixed42_soa,256,8,1.3999999999999999
mixed42_soa,256,9,1.407
mixed42_soa,256,10,1.3999999999999999
mixed42_soa,256,11,1.399
mixed42_soa,256,12,1.4119999999999999
mixed42_soa,256,13,1.4279999999999999
mixed42_soa,256,14,1.3759999999999999
mixed42_soa,256,15,1.3149999999999999
mixed42_soa,256,16,1.337
mixed42_soa,256,17,1.429
mixed42_soa,256,18,1.337
mixed42_soa,256,19,1.3560000000000001
mixed42_soa,256,20,1.347
mixed42_soa,256,21,1.4379999999999999
mixed42_soa,256,22,1.3759999999999999
mixed42_soa,256,23,1.3939999999999999
mixed42_soa,256,24,1.3340000000000001
mixed42_soa,256,25,1.389
mixed42_soa,256,26,2.1240000000000001
mixed42_soa,256,27,1.746
mixed42_soa,256,28,1.573
mixed42_soa,256,29,1.3939999999999999
mixed42_soa,256,30,1.4850000000000001
mixed42_soa,256,31,1.4690000000000001
mixed42_soa,256,32,1.4339999999999999
mixed42_soa,256,33,1.4299999999999999
mixed42_soa,256,34,1.423
mixed42_soa,256,35,1.3999999999999999
mixed42_soa,256,36,1.367
mixed42_soa,256,37,1.399
mixed42_soa,256,38,1.3839999999999999
mixed42_soa,256,39,1.3939999999999999
mixed42_soa,512,0,2.387
mixed42_soa,512,1,2.4140000000000001
mixed42_soa,512,2,2.3820000000000001
mixed42_soa,512,3,2.395
mixed42_soa,512,4,2.399
mixed42_soa,512,5,2.4020000000000001
mixed42_soa,512,6,2.4060000000000001
mixed42_soa,512,7,2.3559999999999999
mixed42_soa,512,8,2.423
mixed42_soa,512,9,2.371
mixed42_soa,512,10,2.4500000000000002
mixed42_soa,512,11,2.387
mixed42_soa,512,12,2.395
mixed42_soa,512,13,2.3780000000000001
mixed42_soa,512,14,2.3849999999999998
mixed42_soa,512,15,2.367
mixed42_soa,512,16,2.359
mixed42_soa,512,17,2.3580000000000001
mixed42_soa,512,18,2.3399999999999999
mixed42_soa,512,19,2.3730000000000002
mixed42_soa,512,20,2.452
mixed42_soa,512,21,2.371
mixed42_soa,512,22,2.379
mixed42_soa,512,23,2.3599999999999999
mixed42_soa,512,24,2.359
mixed42_soa,512,25,2.387
mixed42_soa,512,26,2.3879999999999999
mixed42_soa,512,27,2.415
mixed42_soa,512,28,2.3660000000000001
mixed42_soa,512,29,2.4060000000000001
mixed42_soa,512,30,2.3759999999999999
mixed42_soa,512,31,2.3679999999999999
mixed42_soa,512,32,2.3650000000000002
mixed42_soa,512,33,2.3730000000000002
mixed42_soa,512,34,2.4020000000000001
mixed42_soa,512,35,2.355
mixed42_soa,512,36,2.355
mixed42_soa,512,37,2.399
mixed42_soa,512,38,2.3620000000000001
mixed42_soa,512,39,2.375
mixed42_soa,1024,0,5.0439999999999996
mixed42_soa,1024,1,5.3129999999999997
mixed42_soa,1024,2,5.21
mixed42_soa,1024,3,5.3620000000000001
mixed42_soa,1024,4,5.2649999999999997
mixed42_soa,1024,5,4.9790000000000001
mixed42_soa,1024,6,5.2160000000000002
mixed42_soa,1024,7,5.0129999999999999
mixed42_soa,1024,8,5.1429999999999998
mixed42_soa,1024,9,4.9770000000000003
mixed42_soa,1024,10,5.2480000000000002
mixed42_soa,1024,11,5.2279999999999998
mixed42_soa,1024,12,5.101
mixed42_soa,1024,13,5.0270000000000001
mixed42_soa,1024,14,4.9969999999999999
mixed42_soa,1024,15,5.2000000000000002
mixed42_soa,1024,16,5.0570000000000004
mixed42_soa,1024,17,5.3949999999999996
mixed42_soa,1024,18,4.9880000000000004
mixed42_soa,1024,19,5.1029999999999998
mixed42_soa,1024,20,4.9770000000000003
mixed42_soa,1024,21,5.3650000000000002
mixed42_soa,1024,22,5.0579999999999998
mixed42_soa,1024,23,5.0030000000000001
mixed42_soa,1024,24,5.46
mixed42_soa,1024,25,5.0620000000000003
mixed42_soa,1024,26,4.9080000000000004
mixed42_soa,1024,27,5.3230000000000004
mixed42_soa,1024,28,5.1870000000000003
mixed42_soa,1024,29,5.2060000000000004
mixed42_soa,1024,30,4.9580000000000002
mixed42_soa,1024,31,5.1360000000000001
mixed42_soa,1024,32,5.1980000000000004
mixed42_soa,1024,33,4.9989999999999997
mixed42_soa,1024,34,5.1920000000000002
mixed42_soa,1024,35,5.4370000000000003
mixed42_soa,1024,36,4.9569999999999999
mixed42_soa,1024,37,5.048
mixed42_soa,1024,38,5.2469999999999999
mixed42_soa,1024,39,5.2999999999999998
mixed42_soa,2048,0,9.8789999999999996
mixed42_soa,2048,1,10.145
mixed42_soa,2048,2,9.8870000000000005
mixed42_soa,2048,3,10.035
mixed42_soa,2048,4,9.8350000000000009
mixed42_soa,2048,5,9.7479999999999993
mixed42_soa,2048,6,9.7560000000000002
mixed42_soa,2048,7,9.7509999999999994
mixed42_soa,2048,8,9.7270000000000003
mixed42_soa,2048,9,9.9529999999999994
mixed42_soa,2048,10,9.8970000000000002
mixed42_soa,2048,11,9.7490000000000006
mixed42_soa,2048,12,9.8279999999999994
mixed42_soa,2048,13,9.9819999999999993
mixed42_soa,2048,14,9.9220000000000006
mixed42_soa,2048,15,9.9049999999999994
mixed42_soa,2048,16,9.8829999999999991
mixed42_soa,2048,17,9.8000000000000007
mixed42_soa,2048,18,9.6829999999999998
mixed42_soa,2048,19,9.7420000000000009
mixed42_soa,2048,20,10.055
mixed42_soa,2048,21,9.7469999999999999
mixed42_soa,2048,22,9.9800000000000004
mixed42_soa,2048,23,9.7409999999999997
mixed42_soa,2048,24,9.8360000000000003
mixed42_soa,2048,25,9.7579999999999991
mixed42_soa,2048,26,9.8000000000000007
mixed42_soa,2048,27,9.9749999999999996
mixed42_soa,2048,28,9.6959999999999997
mixed42_soa,2048,29,9.7769999999999992
mixed42_soa,2048,30,9.6929999999999996
mixed42_soa,2048,31,9.8249999999999993
mixed42_soa,2048,32,9.7910000000000004
mixed42_soa,2048,33,9.7309999999999999
mixed42_soa,2048,34,9.7449999999999992
mixed42_soa,2048,35,9.6850000000000005
mixed42_soa,2048,36,9.7560000000000002
mixed42_soa,2048,37,9.8190000000000008
mixed42_soa,2048,38,9.7479999999999993
mixed42_soa,2048,39,9.7669999999999995
mixed42_soa,4096,0,22.962
mixed42_soa,4096,1,22.449999999999999
mixed42_soa,4096,2,22.399000000000001
mixed42_soa,4096,3,22.832999999999998
mixed42_soa,4096,4,23.408000000000001
mixed42_soa,4096,5,22.222000000000001
mixed42_soa,4096,6,22.722999999999999
mixed42_soa,4096,7,53.158999999999999
mixed42_soa,4096,8,23.594999999999999
mixed42_soa,4096,9,23.899000000000001
mixed42_soa,4096,10,27.443000000000001
mixed42_soa,4096,11,55.844000000000001
mixed42_soa,4096,12,63.481000000000002
mixed42_soa,4096,13,27.111999999999998
mixed42_soa,4096,14,25.173999999999999
mixed42_soa,4096,15,24.687999999999999
mixed42_soa,4096,16,25.949999999999999
mixed42_soa,4096,17,24.271999999999998
mixed42_soa,4096,18,24.422999999999998
mixed42_soa,4096,19,24.085999999999999
mixed42_soa,4096,20,24.477
mixed42_soa,4096,21,24.097000000000001
mixed42_soa,4096,22,24.399000000000001
mixed42_soa,4096,23,24.033000000000001
mixed42_soa,4096,24,25.474
mixed42_soa,4096,25,23.588999999999999
mixed42_soa,4096,26,23.504000000000001
mixed42_soa,4096,27,23.574000000000002
mixed42_soa,4096,28,43.523000000000003
mixed42_soa,4096,29,23.387
mixed42_soa,4096,30,22.870000000000001
mixed42_soa,4096,31,23.581
mixed42_soa,4096,32,26.997
mixed42_soa,4096,33,23.050000000000001
mixed42_soa,4096,34,22.827000000000002
mixed42_soa,4096,35,21.984000000000002
mixed42_soa,4096,36,22.166
mixed42_soa,4096,37,22.07
mixed42_soa,4096,38,45.758000000000003
mixed42_soa,4096,39,22.855
